index,value
1653,0.9609375
1654,0.8359375
1655,0.859375
1656,0.85546875
1657,0.87890625
1658,0.953125
1659,0.921875
1660,0.8515625
1661,0.83984375
1662,1.1796875
1663,0.94921875
1664,0.85546875
1665,0.87890625
1666,0.8359375
1667,0.859375
1668,0.86328125
1669,1.0
1670,0.953125
1671,0.9453125
1672,0.8046875
1673,0.828125
1674,0.85546875
1675,0.859375
1676,0.82421875
1677,1.0390625
1678,0.91796875
1679,0.91796875
1680,0.82421875
1681,0.8828125
1682,1.6640625
1683,0.859375
1684,0.875
1685,0.8359375
1686,0.9375
1687,0.83984375
1688,0.84765625
1689,0.8984375
1690,0.86328125
1691,0.953125
1692,1.0078125
1693,0.91796875
1694,0.93359375
1695,0.8515625
1696,0.92578125
1697,0.84765625
1698,0.87890625
1699,1.2890625
1700,0.84765625
1701,0.8515625
1702,0.88671875
1703,0.85546875
1704,0.8671875
1705,0.84375
1706,0.8515625
1707,0.80859375
1708,0.8984375
1709,0.8359375
1710,0.94921875
1711,0.83984375
1712,0.9609375
1713,0.90234375
1714,0.91796875
1715,0.83203125
1716,0.89453125
1717,0.8515625
1718,0.8828125
1719,0.83984375
